Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
could.not.cancel.exp.stage,{0}の解除に失敗,,
countdown.minutes,カウントダウン: {0:0.0} min.,,
cpu.efficiency,作動効率,,
cpu.module.amount,{0} Thz,,
cpu.module.builtin,組み込みCPUモジュール,,
,,,
,,,
,,,
,,,
craft,製作,,
crafted.in,{0}にて製作可能,,
credits,クレジット,,"A header before list of names of people who have to be credited for doing something (i.e. translating the game). Used in Main Menu > About > Credits, or when the game end screen is displayed."
crew.incapable.of.mining,探査チームは鉱石を採掘することができなかった。<b>採掘</b>スキルを持つ探査クルーを何人か入れておきましょう。,,
cryo.not.enough.power,電力が不足,,
cryo.not.enough.power.desc,現在の生命維持システムの設定に対し、電力が不足しています。生命維持システムの設定を下げるか、パワーグリッドが供給する電力を増やしてください。,,
cryo.stability,冷凍睡眠システムの安定度,,
cryo.stability.average,安定性: 平均的,,
cryo.stability.desc,生命維持システムの安定性です。不安定な冷凍チャンバーでは、より頻繁に、より悪い初期状態で入植者たちが排出されます。安定性を高めるには、生命維持システムの設定を通常モードから高性能モードに切り替えてください。電力を大量に消費しますが、安定性が徐々に向上します。,,
cryo.stability.good,安定性: 良い,,
cryo.stability.great,安定性: 非常に良い,,
cryo.stability.poor,安定性: 良くない,,
cryo.stability.unstable,安定性: 不安定,,
cryo.used,使用中の冷凍チャンバー,,
cryo.used.desc,有機生命体が入っている冷凍チャンバーの数を示しています。チャンバーに入っているのは人間か動物となります。,,
ctrl.assign.task,{1}を押しながらクリック{0}すると、作業を強制的に割り当てます,,
currency.Starcreds,Starcreds,,
currency.Starcreds.desc,人間が商取引に使用する暗号通貨,,
current.expeditions,進行中の探査,,
current.items.produced,生産中のアイテム,,
current.mood.trend,現在の気分の変化,,
cursor.light,マウスカーソルを発光させる,,
cursor.light.tip,この機能を有効にすると、マウスカーソルが発光して暗い場所でも見やすくなります,,
cursor.software,ソフトウェアカーソルを使用,,
cutoff.ambience,カットオフ強調：環境音,,
cutoff.fx,カットオフ強調：SFX,,
cutoff.music,カットオフ強調：BGM,,
cycle.blueprint.tip,<br>{0}または{1}で建造するための設計図を変更します,,
cycle.placement.mode.tip,<br>配置モードは{0}で順番に入れ替わります,,
damage.type.Acid,酸,,
damage.type.Age,加齢,,
damage.type.Cold,寒さ,,
damage.type.Electricity,感電,,
damage.type.Heat,熱,,
damage.type.Hunger,栄養失調,,
damage.type.Oxygen,酸素不足,,
damage.type.Physical,物理的衝撃,,
damage.type.Sickness,病気,,
damage.type.Stasis,コールドスリープからの覚醒,,
damage.type.Undefined,不明,,
damage.type.Water,放水,,
damageable,破壊可能,,
damaged,損傷あり,,
day,日,,
deactivate,無効化,,
deactivate.siren,非常サイレンを無効化,,
dead,死亡,,
death.cause,死因：{0},,
deconstruct,解体,,
deconstruction.not.allowed.temp,{0}はまだ解体でない状態です。後ほどリトライしてください。,,
deconstruction.progress,解体中：{0}/{1},,
decrease,減少,,
decrease.amount,減らす,,
delete,削除,,
delete.save,セーブファイルを削除,,
demand.type.Custom,指定された数,,
demand.type.Custom.tip,目標の個数まで生産し、生産を中断します,,
demand.type.Limit,この機器で持てるだけ,,
demand.type.Limit.tip,現在の個数が船全体の保有数より少ない場合にのみ生産を続けます,,
demand.type.One,1つだけ生産,,
demand.type.One.tip,現在生産中のアイテムが完了したら、生産を中断します,,
demand.type.Unlimited,無制限,,
demand.type.Unlimited.tip,永続的に生産を続けます,,
demo.mode,デモ モード,,
demo.mode.off,デモ モード OFF,,
demo.mode.on,デモ モード ON<br>（Ctrl + F9 で無効化）,,
destroy,破壊,,
details,詳細,,
dev.build.instant,インスタントビルド（サンドボックスモード）,,
dev.debug,開発用デバッガー,,
dev.menu.achievements.warning,このメニューにある機能のいくつかを使用した場合、<b>このセーブデータの実績が無効になります</b>が、特に警告は表示されません。,,
dev.notice,開発用通知,,
device.battery.level,バッテリー: {0} ({1}),,
device.health,耐久力: {0},,
device.idle,{0}({1})が待機中,2022-10-29,"Example: ""Furnace (Iron) is idle"""
device.wear,損耗率,,
device.wear.tip,有効にすると、機器が使用状況に応じて損耗し、100%に達した時点で修復できない損傷を受けるようになります。,,
device.wear.warning,機器の交換が必要になりつつあります,,
device.worn.out,機器は使用の限界に達し、これ以上は修理できません,,
different.section,異なるセクション,,
difficulty.balanced,普通,,
difficulty.challenging,難しい,,
difficulty.relaxing,簡単,,
direct.control,直接指示,,
direct.control.desc,"作業ユニットを選択した状態で、{0}を押しながら任意の場所にカーソルを合わせると、その場所に行けるかどうかを確認することができます。<br><br>{0}を押しながら、マップ上で保留中の作業にカーソルを合わせると、そのタスクを実行できるかどうかもわかります。<br><br>では、{1}をクリックし、選択した場所に向かわせたり、その場所のタスクを実行するように指示をしてみましょう。<br><br>作業ユニットの<b>直接指示</b>を実行することで、勝手に動きまわったり作業を始めたりしないようにできます。不要になったら解放することを忘れないでください。<br><br>直接指示を行うと、他の作業をしていた場合は中断します。<br><br>複数の作業ユニットを選択し、まとめて指示することもできます。<br><br>管理下の作業ユニット （ロボット, ドローン）のみがこの方法で操作できます。",2022-10-31,
direction.east,東,,"Noun. direction.X keys are used on buttons that allow you to select your space ship's ""forward direction"". It tells which way the ship's front is facing. Engines will be on the opposite direction, etc."
direction.north,北,,
direction.south,南,,
direction.west,西,,
dirt,汚れ,,
dirt.desc,汚れをつける,,
disable.achievements,実績を無効化,,
disable.achievements.tip,実績を邪魔だと感じる場合、完全に無効にすることも出来ます,,
disable.force.field,フォースフィールド解除,,
disable.merchant.beacon,交易船接触用ビーコン解除,,
disabled.in.tutorial,チュートリアルでは無効になっています。,,
disassemble,分解,,
disassembling.bar,分解中: {0}/{1},,
discharge.time.left,フォースフィールド起動時間,,
disconnect.all,全て切断,,
disk.compression,ディスク圧縮率: {0},,
memory.compression,メモリの圧縮率: {0},,
do.not.show.again,次から表示しない,,
dock,ドッキングする,,Verb. Displayed on an action button that tells a robot to return to a docking station.
dockable,ドッキング可能,,Adjective. Displayed on a button that opens a submenu that contains robot's docking status and controls
docked,連結中,,"Robot state, denoting that robot is currently inside it's designated docking station"
docking,移動中,,"Robot state, denoting that robot is currently trying to reach it's docking station"
does.not.include.batteries,バッテリーを含まない,,"This is a tooltip/balloon text, appearing when you hover cursor over the ""Max Production"" string in the Electric Grid Overlay (section Details)
It means - the value (amount of production power) does not include electric power which produced by Batteries."
dont.save,セーブしないで終了,,
door,ドア,,
door.not.powered,ドアはグリッドに未接続か電力不足です,,
download.mods,Modをダウンロード,,
drag.dist.tip,"アクセシビリティに関する設定です。ボタンをクリックした状態で何ピクセルまでドラッグすれば""ドラッグ""とみなすかを指定します。",,
drag.release.build.con,コネクタをドラッグして建造,,
drag.release.build.con.tip,有効にすると、接続ツールでコネクタから空のフロアにドラッグしたときにコネクタを建造します。,,
drink.coffee,コーヒーを飲む,,
drop.task,作業中止,,
duplicate.binding,他とキーと重複しています,,
duplicate.binding.info,設定した{0}は、すでに他の場所で使用されています。ほとんどの場合、変更内容を取り消した方がよいでしょう。矢印キー、Enter、ESCはUIナビゲーションで使用されることにご注意ください。,,
dust.accumulation,粉塵の蓄積,,
dust.amount,粉塵の量,,
dust.amount.bar,清掃中: {0}/{1},,
dust.storm.end,ダストストームは過ぎ去った,,
dust.storm.ongoing,ダストストーム発生中,,
eat,食事,,
eating,食事中,,
economy.research.required,"この機能を有効にするためには、""経済学""の研究が必要です。",,
edge.pan.speed,エッジスクロールのスピード: {0:0.0},,
edge.pan.tip,エッジスクロールの速度を制御します。0に設定すると、エッジスクロールが無効になります。,,
egg,卵,,
eject,取り出す,,
eject.ammo,弾薬を取り出す,,
eject.contents,内容物を取り出す,,
eject.food,食べ物を取り出す,,
eject.fuel,燃料を取り出す,,
el.build.connector.here,コネクタと接続,,Displayed in a tooltip when dragging a connector
el.connector.fully.utilized,コネクタのスロットはすべて使用中です！,,Displayed in a tooltip near mouse cursor when trying to drag and create a connection from electrical connector that has no available connection slots
el.connector.not.on.grid,コネクタは船のコンピュータと同じグリッドに接続されていません！,,Displayed in a tooltip when trying to drag an electrical connection from a connector that is not part of Ship Computer's electricity grid. Player cannot control devices that are no connected to Ship Computer though a network.
el.connector.out.of.range,コネクタの接続範囲外です！,,Displayed in a tooltip when trying to drag an electrical connection to a point where the connector cannot reach it
el.consumption.priority,電力割り当て優先度,,
el.consumption.priority.desc,電力割り当て優先度は、デバイスがパワーグリッドから電力を消費する際の割り当て順を管理することができます。大きな数値はデバイスに高い優先順位を与え、最初に電力が割り当てられます。小さな数値の場合は他のデバイスに電力が割り当てられた後、まだ利用可能な場合に電力が割り当てられます。,,
el.device.heavily.damaged,機器は激しく損傷しています！,,Displayed in a tooltip when tryng to connect to a device that is damaged too much
el.device.not.constructed,機器の建造が未完了です！,,Displayed when trying to connect to a device that has not been built yet
el.device.not.powerable,機器は電力を必要としません！,,Displayed in a tooltip when trying to connect a device that does not require electricity
el.disconnected.devices,未接続のデバイス,,
el.not.a.connector,これはコネクタではありません！,,"Displayed in a tooltip when trying to connect two devices directly (which is not allowed, one of the devices must be a connector)"
el.production.priority,発電割り当て優先度,,
el.production.priority.desc,発電割り当て優先度は、パワーグリッドで電力が余っている場合に、どの施設が優先して発電するかどうかを決定します。数字が大きいほど、優先順位が高いことを意味します。優先順位が高いデバイスで先に発電します。これを利用すれば燃料の種類によって優先度を変更することができます。,,
electricity.deficit,電力不足,,
electricity.grid,パワーグリッド,,
elysium.mode.confirm,"このコールドスリープを<b><nobr>エリュシオン</nobr></b>に変換しようとしています。これは、眠っている入植者たちを仮想空間に閉じ込めて、彼らの体を生物学的資源として利用することを可能にします。<b>元には戻せません。</b>本当に実行しますか？",,
elysium.mode.unavailable,エリュシオンモードは利用できません。まず、研究ツリーで<b><nobr>エリュシオン</nobr></b>の研究を完了する必要があります。,,
emergency.recharge.bar,緊急充電: {0},,
emergency.recharge.complete,充電完了,,
emergency.recharge.end.help,作業ユニットが10%まで充電して再びオンラインになった。しかし、バッテリーは長くは持たないだろう。近くにパワーグリッドに正しく接続された使用可能なチャージステーションがあることを確認しましょう。,,
emergency.recharge.help,あなたの作業ユニットは完全にバッテリーを使い切ってしまいました。内蔵の緊急用ソーラーパネルが作動しており、充電量が10%になればオンラインに戻ります。この処置は自動的に行われますが時間がかかります。<br><br>これを防ぐにはチャージステーションを増やすか、作業ユニットのタスクの優先順位を調整してください。,,
emergency.recharge.info,緊急充電モード中は切り替えできません。緊急用ソーラーパネルで充電量が10%になると自動的に復帰します。,,
emergency.recharge.start,緊急充電のためシャットダウン,,
emergency.siren,非常サイレン,,
emergency.siren.active,非常サイレン作動中,,
emergency.siren.automatic,自動,,
emergency.siren.automatic.info,何らかの緊急事態が発生すると、自動的にサイレンが鳴り響きます。これは小惑星の衝突や火災、そして同様の災害などを指しています。人間の入植者は緊急非常サイレンが作動している場合、最も近くで作動している緊急非常サイレンに向かって避難します。,,
emergency.siren.manual,手動,,
emotional.attachments,執着,,"A label for list of things a person is attached to. As in ""Emotional attachments"". Someone can be attached to another person (i.e. they are friends, or in love), a thing (i.e. their favorite chair near a table, their own bed), or a substance (addiction to coffee). When the subject of this attachment is lost, the person will feel bad about it."
empty,なし,,"Adjective. Used in several places where there is supposed to be a list of items, but there is nothing to show. For example if a storage unit does not have any contents, and you try to see the list of contents, it will show this ""Empty"" text"
enable.combat,戦闘を有効化,,
enable.combat.tip,戦闘を無効にするとゲームは完全に平和になります。小惑星群などの自然災害は引き続き発生します。,,
enable.elysium.mode,エリュシオンモードを有効化,,
enable.force.field,フォースフィールド起動,,
enabling.elysium,エリュシオンを有効,,
enclosed.areas,気密区画,,
ended.ago,{0}ほど前に終了,,
ends.in,{0}までに終了,,
energy.auto.connect.incomplete,自動接続は一部だけ行われました。到達できるノード{1}のうち{0}を接続しています。コネクタを増やしてください。,,
energy.auto.connect.warning,自動接続について警告,,
energy.bat.charge,バッテリー充電量,,
energy.bat.charge.desc,各バッテリーの最大出力に充電のパーセンテージを掛けたものです。持続時間は表示されませんが、バッテリーがどの程度充電されているかを確認することができます。この数値は、グラフの最大発電量に加算されます。,,
energy.batteries,バッテリー,,
energy.bullet,エネルギー弾,,
energy.con.already.connected,この電力ノードは、すでに別のコネクタに接続されています。,,
energy.con.damaged,損傷した機器には接続できません。まず、修理を行いましょう。,,
energy.con.failed,接続失敗,,
energy.con.not.constructed,建造中の機器には接続できません。,,
energy.con.refused,接続できません,,
energy.con.refused.details,コネクタは<b>最大数まで接続済み</b>です。最大接続数は{0}です。まず何か切断してください。,2022-08-05,
energy.con.too.far,接続先の機器がコネクタの範囲外です。複数のコネクタを連結すれば到達することができます。,,
energy.connection.limit,現在接続中,,
energy.connections,接続状態を管理,,
energy.connectors,コネクタ,,
energy.consumers,電力使用機器,,
energy.consumption,電力消費,,
energy.cur.deficit,不足量,,
energy.cur.deficit.desc,これが現在の電力の不足量です。もしゼロでない場合、電力を大量に消費する機器の電源を切るか、発電設備をもっと作る必要があります。なお、研究を行うには大量の電力が必要になる場合があります。,,
energy.cur.demand,要求量,,
energy.cur.demand.desc,これが現在すべての機器への電力供給に必要な電力の合計です。作動中だけ消費する機器もあるので、常に余裕をもって発電能力を確保しておくと良いでしょう。,,
energy.cur.output,電力消費,2022-05-27,
energy.cur.output.desc,これは現在の電力消費量です。発電量を上回ると、バッテリーが使用されます。要求量より少ない場合、発電量を増やすか、すべてのデバイスが適切に調整や設定がされているか、燃料補給や清掃がされているか確認しましょう。反応炉は需要がなければ発電しない点にも注意してください。,2022-05-27,
energy.deficit,電力不足,,
energy.grid,パワーグリッド,,
energy.grid.nr,グリッド #{0}: {1},,
energy.grids,パワーグリッド,,
energy.loss,エネルギー損失,,
energy.low,エネルギー残量低下,,
energy.max.bat.output,バッテリー出力,,
energy.max.bat.output.desc,充電量がゼロではないすべてのバッテリーの利用可能な出力の合計です。すべてのバッテリーが放電済みか、充電が残っていて最大出力が出せるものがあるかのどちらかということです。この数値はグラフの最大発電量に加算されます。,,
energy.max.output,最大発電量,2022-05-27,
energy.max.output.desc,これは、あなたのパワーグリッドが発電可能な理論上の最大出力です。バッテリーは含まれません。実際の出力は、現在の電力の要求量、機器の状態、バッテリーの使用状況によって異なることがあります。,,
energy.node,電力ノード,,
energy.node.auto.connect,自動的に接続 ({0}),,
energy.node.connect,接続,,
energy.node.disconnect,切断,,
energy.node.disconnect.all,全て切断する ({0}),,
energy.node.unreachable,電力ノード到達不可,,
energy.node.unreachable.info,"この電力ノードを制御するには、<b>船のコンピュータと同じパワーグリッド上に接続されていることが必要</b>です。コネクタを連結してグリッドを拡大し、そのうちの1つがこの機器に到達できるようにしましょう。",2022-08-10,
energy.not.connected,未接続,,
energy.off_grid,オフグリッド,,
energy.overview,オーバービュー,,
energy.peak.demand,最大消費電力,,
energy.peak.demand.desc,最後に、パワーグリッドの接続を変更した直後に記録された最大消費電力です。現在の接続を変更すると、この値はリセットされます。,,
energy.producers,発電設備,,
energy.production,発電量,,
energy.tool.need.research,このツールを使用するには、<b>エネルギー制御</b>のテクノロジーを研究して<b>コネクタ</b>をいくつか建造しなければなりません,,
energy.turned.off,電源オフ [{0}],2022-06-14,
engine,エンジン,,
engine.power,エンジン出力,,
engine.push,エンジン推力,2022-01-08,"This is used in a label that shows how powerful the ship engines are when you combine their output. ""Push"" here is as in ""Force"" or ""Power"", or ""Propulsion amount"". "
enter.amount,量を入力,,
enter.galaxy,銀河に進入,,
enter.name,名前を入力,,
enter.new.first.name,新しい名を入力,,
enter.new.last.name,新しい姓を入力,,
enter.new.name,新しい名前を入力,,
enter.new.nick.name,新しいニックネームを入力,,
enter.planet,惑星に進入,,
enter.shuttle,シャトルが進入中,,
enter.system,星系へ進入,,Used in an action button when you are flying in the galaxy and want to enter a particular star system. It will then shift from galaxy view to star system view.
enter.universe,宙域へ進入,,"May be used if we will have more than one universe (multiverse), this would change the current universe."
environment,環境,,
equipable.item,装備品,,
equipment,装備,,
equipment.slot.Body,胴体,,
equipment.slot.BodyCasual,胴体（普段着）,,
equipment.slot.Hands,手,,
equipment.slot.Head,頭部,,
equipment.slot.HeadCasual,頭部（普段着）,,
equipment.slot.Weapon,武器,,
error,エラー,,
error.content.required,コンテンツがありません,,
error.deconstruct.floor.in.use,床は他の物体の下にあるため解体できない,,
error.energy_connect.no_connector,2つのデバイスを直接接続することはできません。まず<nobr><b>コネクタ</b></nobr>に接続してください。コネクタ同士を接続してパワーグリッドを拡張することができます。,,
error.no.cpu,船のコンピュータが稼働していません,,
error.title.required,タイトルは必須です,,
esc.behavior,{0} ESCキーを押した際の動作です,2022-04-28,
esc.behavior.both,Close UIを閉じ、メインメニューの表示/非表示,,
esc.behavior.close.menus,UIだけを閉じる,,
esc.behavior.open.pause.panel,メインメニューの表示/非表示,,
esc.behavior.tooltip,ゲーム内で{0}(Escape)キーが押された場合の挙動を選択してください,,
estimated.time.at.kw,残り時間: {0} at {1},,
eta,到達時間: {0},,"ETA is short for ""Estimated Time of Arrival"""
ev.vented.into.space,宇宙空間への排気を実施,,"when a pressurized airlock is exposed to open space, someone can get ""sucked out"" (vented) into open space"
ev.vented.into.space.desc,<b>{0}</b>は、気密区画の突然開いたエアロックの近くにいました。残念ながら彼らは宇宙空間に放り出され、二度と元気な姿を見ることはありませんでした。,,"A longer description of ""Vented Into Space"" event. {0} will be replaced by a name"
evaluator,評価,,
event.birthday,{0}は、たった今{1}歳になった！,,
event.content.hint,ログエントリー,,
event.log.disabled.in.tutorial,チュートリアルが完了したら、イベントログを確認してください,,
event.panel.clear.tutorial.info,こちらの操作で通知は消去されるはずですが、チュートリアル中は機能が無効になっています,,
event.sound.0,すべてのイベント,,
event.sound.1,致命的なイベントのみ,,
event.sound.2,イベントをミュート,,
event.title,イベントのタイトル,,
event.title.hint,イベントの簡単な説明,,
event.write,イベントを記述,,
events,イベント,,
everyones.tasks,全員の作業タスク,,
evt.asteroid.desc,レーダーが危険な距離の小惑星を探知。約{0}で本船と接触。,,
evt.asteroid.impact.desc,小惑星が船に衝突してしまった！,,
evt.asteroid.impact.title,小惑星が衝突！,,
evt.asteroid.title,レーダーにて小惑星接近警報,,
evt.battery.discharge.desc,バッテリーの故障で{0}の充電が一瞬で無くなってしまい、緊急充電モードへと移行したようだ。,2022-05-16,
evt.battery.discharge.title,バッテリー異常発生,,
evt.breach.capsule.impact.desc,戦闘準備！ 白兵戦だ！,,
evt.breach.capsule.impact.title,突入カプセルが本船に取りついた！,,
evt.breach.capsule.raid.desc,レーダーが突入カプセルを検知。接触まで {0},,
evt.breach.capsule.raid.title,突入カプセル接近警報,,
evt.capsule.being.desc,{0}が貨物カプセルから出てきた。,,
evt.capsule.being.title,カプセルの中身は{0}だ,,
evt.connection.loss,接続を喪失,,
evt.death.desc,{0} {1}は{2}歳で亡くなった。死因:{3},,"{0} is species, {1} is full name. {2} is age (number), {3} is damage type. Example: ""Human John died at age 39. Cause of Death: Suffocation"""
evt.death.title,{0}が死亡,,
evt.drone.batt.electrocuted.desc,{0}のバッテリーが故障し、近くにいた{1}は電撃を受けてしまった,,
evt.drone.batt.electrocuted.title,{0}が感電,,
evt.drone.batt.exploded.desc,{0}のバッテリーが爆発した。,,
evt.drone.batt.exploded.title,ドローンのバッテリーが爆発,,
evt.drone.batt.fire.desc,{0}のバッテリーが発火した。,,
evt.drone.batt.fire.title,ドローンのバッテリーが発火,,
evt.drone.batt.overload.desc,{0}バッテリーに致命的な問題が発生。注意してください！,,
evt.drone.batt.overload.title,ドローンのバッテリーが過負荷,,
evt.dust.storm.desc,ダストストームが発生中。これは、すべての太陽電池パネルの粉塵が付着する量に影響します。,,
evt.dust.storm.end.desc,ダストストームは{0}時間ほど続いた後、ようやく終息した。,,
evt.dust.storm.end.title,ダストストーム終了,,
evt.dust.storm.title,ダストストーム,,
evt.egg.discover.desc,正体不明の物体を発見した。卵のように見えるが、中身は何だろう？,,
evt.egg.discover.title,卵を発見,,
evt.egg.hatched.crawlers.desc,新たな生命体をいくつか検出。注意してください。,,
evt.egg.hatched.crawlers.title,卵から何かが孵った,,
evt.el.con.fail,回路がショート,,
evt.el.con.fail.desc,{0}への接続中に、回路のショートが発生してしまったようだ,,
evt.el.device.damaged.desc,{0}に故障発生。修理か交換が必要です。,2023-01-30,
evt.el.device.damaged.title,{0}に故障発生,,
evt.end.explosion,爆発を検知,,
evt.end.fire,火災発生,,
evt.exp.found.ore.description,探査中に{0}の鉱床({1})を発見,,
evt.exp.found.ore.title,採掘開始 {0},,
evt.exp.merchant.desc,探査で無頼の商人に遭遇し、我々に取引を持ちかけてきた。,,
evt.exp.merchant.title,商人との遭遇,,
evt.food.on.device.desc,誰かが{1}の上に食べかけの{0}を置いてしまい、食べかすが中に落ちて回路のショートを引き起こしてしまった。,,
evt.food.on.device.title,食べ物が機器に損傷を与えた,,
evt.grid.heavy.malfunction.desc,{0}は致命的な故障で{1}に至った。,,
evt.grid.heavy.malfunction.title,電子機器に異常発生,,
evt.grid.light.malfunction.desc,パワーグリッドに軽度の故障を検知。短時間ですが接続が途切れることがあります。,,
evt.grid.light.malfunction.title,パワーグリッドに異常発生,,
evt.grid.malfunction.warning,コネクタに異常,,
evt.human.hatched.crawlers.desc,エイリアンのバケモノが {0} の腹で孵化した！,,
evt.human.hatched.crawlers.title,入植者からバケモノが孵化した,,
evt.matter.reactor.malfunction.desc,{0}は素粒子の分割時に破壊的な失敗を引き起こし、連鎖反応は {1} に至った。,,
evt.matter.reactor.malfunction.title,反応炉に異常事態,2022-08-13,
evt.meteor.shower.desc,小惑星群が接近。これは緊急事態だ！,,
evt.meteor.shower.title,小惑星群,,
evt.micro.meteors.desc,微小隕石が亜光速で突っ込んでくる可能性が高いゾーンに入ったようだ。要注意！,,
evt.micro.meteors.title,微小隕石を検知,,
evt.research.desc,{0} の研究が完了し、新たに{1}の設計図をアンロックしました。,,
evt.research.title,{0}を研究完了,,
evt.shuttle.crawler.desc,シャトルが探査で{0}の標本を持ち帰ってきました,,
evt.shuttle.crawler.title,招かれざる客,,
evt.shuttle.crawlers.desc,シャトルが探査で{0}の標本 {1} 個を持ち帰ってきました,,
evt.shuttle.crawlers.title,招かれざる客,,
evt.space.diarrhea.desc,船内に未知の宇宙バクテリアを検出したようだ。,,
evt.space.diarrhea.end.desc,未知の宇宙バクテリアは不活化したようだ。新しいお掃除ロボットを何台か作ろう。,,
evt.space.diarrhea.end.title,宇宙下痢は過ぎ去った,,
evt.space.diarrhea.title,宇宙下痢,,
evt.stasis.pod.crawlers.desc,休眠ポッドから湧いて出たクロウラーは人間の顔に取り付く恐ろしい生物だ！気をつけろ！,,
evt.stasis.pod.crawlers.title,クロウラーが休眠ポッドから這い出てきた,,
evt.stasis.pod.desc,休眠ポッドが本船の交差軌道に入ってきた！ 中身は危険かもしれない、気をつけろ！,,
evt.stasis.pod.friendly.crew.desc,休眠ポッドから友好的な生物が放出された。我々のコロニーの一員になってくれるようだ。歓迎してあげよう！,,
evt.stasis.pod.friendly.crew.title,友好的な生物が休眠ポッドから現れた,,
evt.stasis.pod.merchant.desc,休眠ポッドはフリーランスの商人が所有しているらしい。取引を望んでいるようだ。,,
evt.stasis.pod.merchant.title,休眠ポッドと取引中,,
evt.stasis.pod.raid.desc,我々は{0}からの襲撃を受けています。,,
evt.stasis.pod.raid.title,{0}による襲撃！,,
evt.stasis.pod.title,休眠ポッドが接近中,,
evt.teleporter.clone.desc,テレポーターに異常が発生。我々は今、{0}のクローンと居合わせている,,
evt.teleporter.clone.title,テレポーターがクローンを生み出した,,
evt.wakeup.desc,入植者が冷凍睡眠ポッドの誤作動で覚醒した。プロフィール概要:<br><br>{0},,
evt.wakeup.title,{0}が覚醒,,
execute,実行,,
exit.galaxy,銀河系から離脱,,
exit.planet,惑星から離脱,,
exit.save,セーブして終了,,
exit.save.desc,ゲーム内容をセーブしますか？,,
exit.system,星系から離脱,,
exit.to.main.menu,メインメニューへ戻る,,
exit.universe,宙域から離脱,,
exp.cancel.stage,{0}を中止,,
exp.crew.name,{0} [採掘スキル: {1:0.0}],,
exp.crew.name.no.mining,{0} <color={1}>[採掘不能]</color>,,
exp.found.obj.fail,修復失敗,,
exp.found.obj.fail.damage,アーティファクトは壊れてしまった。{0}はアーティファクトの修復を試みた際に{1:0}のダメージを受けた。,,
exp.found.obj.start,{0}による探査でアーティファクト：{1}を発見しました。修復を試みることもできますが、失敗する確率が{2}です。,,
exp.found.ore.title,{0}の収集,,
exp.nothing.of.interest,興味を引くものが<b>{0}</b>には無い。探査の必要はなさそうだ。,,
exp.stage.cancelled,{0}の解除に成功,,
exp.stage.done,探査完了,,
exp.stage.exploring,調査中,,
exp.stage.landing,{0}に収容中,,
exp.stage.prep,発進準備中,,
exp.stage.prep.return,帰還準備中,,
exp.stage.takeoff,発進中,,
exp.stage.travel.to.base,帰還中,,
exp.stage.travel.to.dest,目標に向けて航行中,,
exp.stage.unloading,積み荷を降ろしている,,
exp.stage.waiting.for.base,帰還するには距離が離れすぎています,2022-10-28,
expedition,探査,,
expedition.aborted,探査は中止されました,,
expedition.aborted.shuttle.damaged,シャトルが発進前に損傷したため探査が中止されました。,,
expedition.action.prompt,探査中のシャトル<b>{0}</b>が、あなたとの通信を求めています。,,
expedition.auto.unload,自動的に再発進,,
expedition.auto.unload.info,シャトルは積み荷が満杯になると帰還しますが、こちらを選択している場合は積み荷を降ろしたあとに探査へ再発進します,,
expedition.call.back.already.retuning,探査中の{0}はすでに呼び戻し中です,,
expedition.call.back.failed,クルーの{0}から現在応答がないようだ,,
expedition.call.back.sent.too.far,探査中のシャトルにメッセージを送信中。本船による回収を待っています。{0}へ航行して回収してください。,,
expedition.choose,{0}は{1}についての指示を待っています。,,
expedition.crew,探査を行うクルー,,
expedition.found.object,探査中に何らかの物体を発見,,
expedition.launch.aborted,"""{0}""の探査が中断されました。シャトルに乗れなかったクルーがいるようです。",,
expedition.mining.target,目標,,
expedition.missing.crew,"探査に向かうクルーの""{0}""がシャトル""{1}""にたどり着けませんでした。どうしますか？",,
expedition.mode.AllowAll,すべて採取,,
expedition.mode.AllowSelected,選択したものを採取,,
expedition.mode.ForbidAll,なにも採取しない,,
expedition.mode.ForbidSelected,選択したものは採取しない,,
expedition.no.event,{0} による探査では、もう特筆すべきものを発見できなかったようだ。この星には調査や採掘が必要なものはすでに何も残っていないのかもしれない。,,
expedition.over,探査シャトル<b>{0}</b>は<b>{1}</b>から帰還しました。<b>星間マップ</b>で新しい目的地を選択してください。,,"{0} will be the shuttle name, {1} will be planet name or some expedition target name (i.e. abandoned ship name)"
expedition.returned.from,探査から帰還<br><size=200%>{0}</size>。,,
expedition.setup,探査チーム編成,,
expedition.target.too.far.away,目標が船から遠すぎるため探査を開始できません。目標地点まで戻り、再び試してみてください。,,
expedition.unloading,{0} (収集物を母艦へ回収),,
expeditions,探査,,
expeditions.howto,すぐそばに探査可能な天体があれば開始できます。星間マップに表示される天体を見るためにはブリッジ制御端末が必要で、宇宙空間を航行するためにはエンジンが必要です。また、探査隊のクルーや入手アイテムを運ぶシャトルも作らなければいけません。,,
explain.why,状況報告,,
explore,探険,,
explosion,爆発,,
explosion.imminent.minutes,爆発まで: {0:0.0} min.,,
extract.nutrients,成分抽出,,
faction.Adventurer,アドベンチャラー,,
faction.Adventurer.about,アドヴェンチャラーは友好的な宇宙探検家のことです。彼らは発展と発見を大切にしており、同じ場所に長く留まることはありません。,,
faction.Capitalist,キャピタリスト,,
faction.Capitalist.about,キャピタリストは商人たちの勢力で、宇宙を広く支配している勢力の一つです。彼らは何よりもお金を稼ぐことを大切にします。,,
faction.Crawler,クロウラー,,
faction.OldEarth,オールドアース,,
faction.OldEarth.about,オールドアースは平和的な開拓者や入植者で、農耕と牧畜を営んでいます。,,
