Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
codex.m.environment.fire,화재,,
codex.m.environment.fire.desc,고열이 산소를 만나면 일부 품목에 불이 붙을 수 있습니다. <br><br>플루이드 대포를 만들고 물을 채워 스스로 소화할 수 있습니다. <br><br>정보 패널에서 그의 안락한 온도와 화재 확률을 보려면 물체나 유닛을 선택하십시오.<br><br>화재 발생 시 주변의 모든 산소 펌프(극저온 동면 시스템 포함)를 끄거나 통풍구를 닫거나 바닥 타일을 분해하여 효과적으로 화재를 진압할 수 있습니다.<br><br>화재 방지를 위해 온도 오버레이({0})를 확인하세요.,,
codex.m.environment.heat,열,,
codex.m.environment.heat.desc,열 또는 온도는 바닥 타일의 물리적 특성입니다. 단열은 인접한 타일 간의 열 교환 수준을 결정합니다. 이 지역이 우주에 노출되면 온도는 결국(조만간) 절대 영도(0K 또는 -273°C 또는 -460°F)로 떨어집니다. 산소와 결합된 고열은 화재를 유발할 수 있습니다. <br><br>열 창({0})에서 현재 온도를 확인하십시오.,,
codex.m.environment.hullintegrity,선체 무결성,,
codex.m.environment.hullintegrity.desc,선체 무결성은 바닥이나 벽(환기구 및 문 포함)과 같은 구조물의 속성입니다. 타일의 상태에 따라 단열 및 밀폐의 현재 값을 결정하므로 밀접한 관련이 있습니다.<br><br>손상된 타일은 선체 무결성이 감소하여 밀폐 및 단열이 감소합니다. 문과 환기구는 개폐 여부에 따라 선체 무결성이 변경됩니다.<br><br>프레임과 같은 특정 유형의 구조는 특성으로 인해 완전한 선체 무결성을 가질 수 없으므로 밀폐 및 단열하는데 사용할 수 없습니다. <br><br>바닥이나 벽 조각을 선택하고 정보 패널에서 선체 무결성 데이터를 검사하여 자세한 내용을 확인하십시오.,,
codex.m.environment.insulation,단열성,,
codex.m.environment.insulation.desc,"단열은 밀페와 유사하지만 산소를 격리하는 대신 열 교환을 차단합니다. 이 둘의 주요 차이점은 벽이 일반적으로 100% 단열되지 않는다는 것입니다. 즉, 실내에 히터가 작동하지 않으면 온도가 천천히 내려갑니다. 또한 함선 외부에 더 두꺼운 벽 층을 구축하거나 주 거주 구역 주변에 단열 완충재 역할을 하는 영역을 두는 것이 좋습니다.<br><br>건물 구조의 단열 데이터에 대한 열 오버레이({0})를 볼 수 있습니다.",,
codex.m.environment.islands,섹션 (분리 영역),,
codex.m.environment.islands.desc,"섹션 또는 ""분리 영역""은 함선에서 완전히 분리된 섹션입니다. 완전한 함선만 항해할 수 있습니다. <br><br>바닥이나 프레임으로 두 조각을 결합하거나 하나의 더 큰 섹션으로 결합할 수 있습니다. <br><br>공간에서 소수의 세션(30개 미만)은 독립된 섹션으로 간주될 수 없습니다. <br><br>선박의 현재 부품에 대한 섹션 오버레이({0})를 확인하십시오.",,
codex.m.environment.oxygen,산소,,
codex.m.environment.oxygen.desc,대부분의 생명체는 산소 없이는 살 수 없습니다. 밀폐성은 인접한 타일 사이의 산소 교환 수준을 결정합니다. 산소 수준은 지역이 우주에 노출된 후 결국(조만간) 0으로 떨어집니다. 산소와 결합된 고열은 화재를 유발할 수 있습니다. <br><br>산소 오버레이({0})에서 현재 산소 값을 확인하십시오.,,
codex.m.inputcontrols,입력 및 제어,,
codex.m.inputcontrols.gamepad,게임패드 / 컨트롤러,,
codex.m.inputcontrols.gamepad.desc,이 게임은 시중에 나와 있는 대부분의 게임패드 및 컨트롤러와 호환됩니다. Steam Deck 컨트롤러와도 호환됩니다. <br><br>언제든지 키보드/마우스와 컨트롤러 간에 원활하게 전환할 수 있습니다. 게임을 다시 시작할 필요가 없습니다. <br><br>컨트롤러 연결 후 일시중지 메뉴의 설정 > 조작을 열어서 입력 방식을 변경하세요.,,
codex.m.inputcontrols.modifiers,조합 키,,
codex.m.inputcontrols.modifiers.desc,"특정 도구에는 {0}, {1} 및 {2} 또는 키를 조합하여 전환할 수 있는 다양한 모드가 있습니다. 건설 및 계획 도구에는 다음 모드가 있습니다.<br>{0} -> 선 그리기<br>{1} - 원형 그리기<br>{2} - 연필(자유롭게 그리기)<br> {0} + {1} -> 안쪽 채우기<br>{0} + {2} -> 삭제(사각형 영역)<br><br>키보드로 시점을 이동하거나 확대/축소할 때:<br>{0} - 절반 속도 \(느림) <br>{1} - 2배 속도 (빠름)",,
codex.m.inputcontrols.mouseandkeyboard,마우스 및 키보드,,
codex.m.inputcontrols.mouseandkeyboard.desc,컨트롤러로 게임을 할 수도 있지만 마우스와 키보드를 사용하는 것이 가장 효과적입니다. 빠른 검색({0})과 같은 특정 작업은 컨트롤러를 사용할 수 없습니다.,2022-05-11,
codex.m.research,연구,,
codex.m.research.disk,연구 디스크 스토리지,,
codex.m.research.disk.desc,"새로운 연구를 잠금 해제하면 ""디스크"" 공간이 소모됩니다. ""연구 트리""의 왼쪽 상단 UI 섹션에서 얼마나 많은 여유 공간이 있는지 확인할 수 있습니다.<br><br>더 많은 ""디스크 모듈""을 만들고 연결하여 더 많은 디스크 공간을 확보하세요.<br><br>기존 모듈에서 더 많은 디스크 공간을 확보하려면 ""저장소 압축 업그레이드""를 사용하여 ""디스크 모듈""을 업그레이드하십시오. 업그레이드는 중첩할 수 있습니다.<br><br>""연구 트리""의 왼쪽 상단 UI 섹션에 있는 메뉴를 통해 ""저장된 연구""를 언로드하여 디스크 공간을 확보할 수도 있습니다. 이렇게 하면 연구된 기술을 잊어버리고 사용하던 디스크 공간을 확보할 수 있습니다.",,
codex.m.research.electricity,연구를 위한 전기 제한,,
codex.m.research.electricity.desc,"때로는 전력망이 제공할 수 있는 것보다 더 많은 전기를 필요로 하는 기술을 연구할 수 있습니다. 이러한 경우 배터리가 소모되어 ""전력 부족""에 빠지게 됩니다.<br><br>선택한 연구 장치의 UI에서 ""연구 에너지 제한"" 슬라이더를 조정하여 연구에 들어가는 전기의 양을 줄일 수 있습니다. (""함선 컴퓨터"", ""연구스테이션""). 각 연구 장치에는 개별 제한이 있습니다.<br><br>""연구 에너지 제한"" 슬라이더를 조정하면서 ""전력망"" 오버레이를 열어두고 전력 차트를 확인하는 것이 도움이 됩니다. 전력 소비량(파란색 선)을 발전(녹색 선)보다 낮게 유지하십시오.",,
codex.m.research.lackingresources,자원이 부족한 연구,,
codex.m.research.lackingresources.desc,"연구를 실행하려면 ""함선 컴퓨터""에 충분한 여유 ""디스크"" 공간과 ""메모리""가 있어야 합니다. 연구가 진행되지 않으면 ""연구 대기열""을 열고 항목에 마우스를 가져가면 부족한 리소스를 보여주는 툴팁을 볼 수 있습니다.<br><br>더 많은 ""디스크 모듈"" 및 ""메모리 모듈""을 만들고 연결하세요.",,
codex.m.research.memory,연구 메모리 사용,,
codex.m.research.memory.desc,"연구가 실행되는 동안 ""메모리""(RAM)를 소모합니다. ""연구 트리""의 왼쪽 상단 UI 섹션에서 얼마나 많은 메모리가 있는지 확인할 수 있습니다.<br><br>메모리 용량을 늘리려면 더 많은 ""메모리 모듈""을 만들고 연결하세요.<br><br>상위 계층 연구 일반적으로 더 많은 메모리가 필요합니다.<br><br>연구 장치(""함선 컴퓨터"", ""연구 스테이션"")가 두 개 이상인 경우 메모리가 많으면 여러 기술을 동시에 연구할 수 있습니다.<br>< br>메모리가 많을수록 작업 유닛을 위해 생성할 수 있는 작업의 양도 증가합니다.",,
codex.m.research.parallel,동시 연구,,
codex.m.research.parallel.desc,"""함선 컴퓨터""는 한 번에 하나의 기술만 연구할 수 있습니다. 그러나 ""함선 컴퓨터""를 둘 이상 보유하거나 인간이 사용할 수 있는 ""연구 스테이션""을 건설할 수 있습니다.<br><br>동시에 연구를 실행하려면 충분한 전력을 발전하고 충분한 ""메모리""(RAM) 및 여유 ""디스크"" 공간이 있어야 합니다.<br><br>""8EB"" 메모리 요구 사항이 있는 두 가지 기술을 동시에 연구하려면 최소 ""16EB"" 또는 사용 가능한 메모리가 있어야 합니다.",,
codex.m.research.queue,연구 대기열,,
codex.m.research.queue.desc,"""연구 트리""에서 원하는 기술에 대해 ""대기열에 추가""를 클릭하여 ""연구 대기열""에 여러 기술을 추가할 수 있습니다.<br><br>""연구 대기열""의 첫 번째 항목은 항상 다음 위치에 표시됩니다. 오른쪽 상단 ""이벤트 패널"". 해당 항목을 클릭하여 ""연구 대기열""을 엽니다. 또한 ""연구 트리""의 왼쪽 상단 UI에 ""연구 대기열"" 버튼이 있습니다.<br><br>위/아래 화살표를 클릭하여 연구 순서를 변경합니다.<br><br>항목을 제거하려면 ""연구 트리""에서 ""대기열에서 제거""를 클릭하여 제거합니다.<br><br>""연구 대기열""에서 항목을 가리키면 예상 연구 시간과 자원 부족(있는 경우)이 표시됩니다.< br><br>""연구 대기열""에서 항목을 클릭하면 ""연구 트리""가 열리고 클릭한 항목에 초점이 맞춰집니다.",,
codex.m.research.search,연구 트리 검색,,
codex.m.research.search.desc,"""연구 트리""의 왼쪽 상단 UI에 ""검색"" 버튼이 있습니다. 이름 일부로 기술과 설계도를 찾을 수 있습니다.",,
codex.m.research.speed,연구 속도,,
codex.m.research.speed.desc,"전력이 충분하다면 한 연구를 완료하는데 게임 시간 하루 정도 걸립니다. 연구에 필요한 것보다 발전량이 적으면 연구 속도가 느려집니다. <b>100kW</b>가 필요한 기술은 <b>50kW</b>에서 2일 동안 연구됩니다.<br><br>각 연구 장치(""함선 컴퓨터"", ""연구 스테이션"")에는 연구에 사용되는 전력이 충분하면 여러 연구를 동시에 할 수 있습니다(자세한 내용은 ""동시 연구"" 참조).<br><br>예비 전력이 충분하지 않으면 전력 부족을 피하기 위해 느리게 연구됩니다. <b>전력 노드</b> 하위 메뉴에서 연구 스테이션의<b>소비 우선 순위</b>를 9 로 설정하여 다른 장치보다 연구에 전기를 소비하도록 설정할 수도 있습니다. 연구에 많은 전력을 소비하면 전력 부족 상황을 유발할 것입니다.",2022-09-12,
codex.m.research.tiers,연구 티어,,
codex.m.research.tiers.desc,"""연구 트리""의 각 기술에는 ""테크"" 등급이 할당되어 있습니다. 숫자는 순전히 정보용이므로 하위 계층 기술을 먼저 잠금 해제하지 않고 상위 계층으로 이동할 수 있지만 상위 계층 기술로 이동하기 전에 하위 계층 기술의 잠금을 해제하는 것이 좋습니다.",,
codex.m.resources,재료 및 자원,,
codex.m.resources.crafting,자원 제작 (생산),,
codex.m.resources.crafting.desc,"제작 또는 생산은 정보 패널에 제작 컨트롤이 있는 다양한 장치의 도움으로 수행됩니다. (UI 항목 이름은 장치 유형에 따라 다름) 제작에는 제품을 만들기 위해 항상 특정 재료와 전기가 필요합니다. 다양한 재료 및 자원에 대한 코덱스 항목을 참조하여 생산 또는 획득 방법을 알아보세요.<br><br>채굴 탐사, 교역선과의 거래, 물체 분해 등 다른 수단을 통해 일부 자원 및 재료를 얻을 수 있습니다.<br><br>일부 장치는 재료와 자원을 생산 가능합니다: 자동 주방, 커피 메이커, 조립기, 제작기, 직조기.",,
codex.m.resources.deconstruction,자원 분해,,
codex.m.resources.deconstruction.desc,"모든 장치와 건물 구조에는 재활용 가능한 자원이 포함되어 있습니다. 정보 패널에서 건설에 사용된 재료를 확인합니다. <br><br>사용하지 않는 장치를 해체하는 것은 손상이나 연료 부족 시 특히 바닥과 벽, 특히 필요한 경우에도 유용합니다. <br><br>때때로 확장이 너무 빠르면 함선을 해체하여 축소할 수도 있습니다. 소형 함선은 더 빨리 움직이고 더 적은 전력을 필요로 합니다.",,
codex.m.resources.inventory,아이템 목록 오버레이,,
codex.m.resources.inventory.desc,"아이템 목록 오버레이({0})는 보유하고 있는 자원 또는 아이템의 수량과 종류에 대한 실시간 보고서를 보여줍니다. 여기에는 반응로 내부의 자원 또는 장치 및 구조 내에 잠겨 있는 자원은 포함되지 않습니다. (""자원 분해"" 참조).<br><br>자원 ""찾기"" 버튼을 사용하여 해당 자원 또는 아이템이 있는 위치로 이동합니다.",,
codex.m.resources.miningplanets,채광 계획,,
codex.m.resources.miningplanets.desc,자원을 획득하는 가장 좋은 방법은 행성을 방문하고 광산 탐사하는 것입니다. 우주 비행 기능을 설정하고 스타맵을 사용하여 근처 행성을 찾아 비행한 다음 탐사 오버레이({0})를 사용하여 탐사를 시작합니다.,,
codex.m.resources.processing,자원 처리,,
codex.m.resources.processing.desc,일부 자원은 제작 재료 또는 정제된 자원으로 가공될 수 있습니다. 가공은 일반적으로 광석이나 원유와 같은 원자재가 필요합니다.<br><br>가공에는 호환 가능한 시설(예: 용광로)이 있어야 합니다. 코덱스 항목을 찾아 호환되는 가공 시설 유형을 알아보세요.<br><br>영양소 추출기는 죽은 존재를 처리하고 분해기에서 손상된 로봇과 드론을 처리할 수 있습니다.<br><br>일부 자원은 회수됩니다. 가공시 분쇄기에서 암석을 가공하면 다양한 재료를 생산할 수 있습니다. 자세한 내용은 각 코덱스 항목을 참조하십시오.,,
codex.m.resources.trade,자원 거래,,
codex.m.resources.trade.desc,특정 유형의 상인과 거래할 때 대부분의 자원과 재료를 사고 팔 수 있습니다.<br><br>주식 시장에서 거래 자원은 사용할 수 있는 물리적 자원을 사고 팔지 않습니다.,,
codex.m.spacetravel,우주 여행,,
codex.m.spacetravel.enginetypes,엔진 유형,,
codex.m.spacetravel.enginetypes.desc,다른 엔진은 다른 목적을 가지고 있습니다. 추진기는 시스템 범위의 단거리 여행에서만 작동하여 항성 시스템의 행성에서 행성으로 이동합니다. 퓨전 드라이브는 시스템 및 은하계 범위에서 작동하므로 동일한 은하계의 다른 항성계에 도달할 수 있습니다. FTL 드라이브는 우주 범위에서만 작동하며 은하 사이의 극한 거리를 가로지르는 은하간 여행을 위한 것입니다.<br><br>정확히 엔진은 아니지만 보이드 리퍼를 사용하면 모든 은하의 중심에 있는 블랙홀을 통과할 수 있습니다. 은하계.<br><br>자세한 내용은 스타맵 스코프를 참조하십시오.,,
codex.m.spacetravel.starmapscopes,스타맵 스코프,,
codex.m.spacetravel.starmapscopes.desc,"스타맵에서 볼 수 있는 여러 범위 또는 레이어가 있습니다. 현재 있는 성계를 표시하는 시스템 범위에서 시작합니다. 스타맵의 정보 패널 부분에서 ""항성계 나가기"" / ""항성계 진입"" / ""은하계 나가기"" / ""은하계 진입""을 사용하여 범위를 변경할 수 있습니다. 오버레이 {0}.<br><br>""행성 진입""은 범위를 변경하지 않습니다. 대신 탐사를 시작합니다.<br><br>각 스타맵 범위에서 여행할 수 있으려면 다른 엔진 유형이 필요합니다. 자세한 내용은 ""엔진 유형"" 수동 항목을 참조하십시오.",2022-07-04,"Removed duplicate ""Enter System"" in last edit"
codex.m.storyevents,스토리 이벤트,,
codex.m.ui,사용자 인터페이스,,
codex.m.ui.basics,UI 기본,,
codex.m.ui.basics.desc,"UI의 대부분은 동일한 빌딩 블록 또는 ""위젯""을 사용하여 건설됩니다. 대부분의 위젯은 상호작용이 가능하며 클릭하거나 마우스오버할 수 있는 영역이 두 개 이상 있을 수 있습니다. 동일한 위젯은 여러 작동 모드를 가질 수 있으며 컨텍스트에 따라 실시간으로 업데이트되거나 업데이트되지 않을 수 있습니다.<br><br>모든 항목을 클릭하고 항목 위에 커서를 놓고 있는 것이 좋습니다. 모든 툴팁을 사용하고 가능한 한 UI를 탐색합니다.<br><br>UI 위젯이 작동하는 방식과 모든 것이 구성되는 방식의 논리를 배우는 것이 중요합니다. 수많은 옵션이 있는 거대한 하위 메뉴가 작은 직사각형 아이콘 클릭 뒤에 숨길 수 있습니다. 모든 항목을 클릭해 보십시오.",,
codex.m.ui.cameramemory,카메라 저장,,
codex.m.ui.cameramemory.desc,{0} 키와 키패드의 숫자를 눌러 카메라 위치를 저장할 수 있습니다. {0} 키를 누르지 않고 숫자를 누르면 카메라가 저장된 위치로 이동합니다.,,
codex.m.ui.commonactions,일반적인 동작,,
codex.m.ui.commonactions.desc,여러 오브젝트를 선택하면 그 중 일부에 공통 작업이 있을 수 있습니다. 이러한 작업은 정보 패널 상단이나 상황에 맞는 메뉴에서 볼 수 있습니다. <br><br>일반적인 작업에 승수(예: X12)가 있으면 해당 작업이 지정된 수의 항목에 적용된다는 의미입니다.,,
codex.m.ui.contextmenu,컨텍스트 메뉴,,
codex.m.ui.contextmenu.desc,"{0} 키로 오브젝트를 선택한 후 오브젝트 위로 마우스를 가져간 다음 {1} 키를 사용하여 컨텍스트 메뉴를 엽니다. 일부 오브젝트에는 상황에 맞는 메뉴가 없을 수 있지만 대부분은 있습니다. <br><br>일반적으로 컨텍스트 메뉴에는 일련의 일반적으로 사용되는 작업 옵션이 있으며, 정보 패널에서 관련 정보를 찾아볼 수 있습니다. <br><br>정보 패널에는 컨텍스트 메뉴의 거의 모든 기능과 자체 기능이 포함되어 있습니다. <br><br>여러 오브젝트를 선택하고 그 중 하나의 상황에 맞는 메뉴를 표시하고 모든 오브젝트에 대해 작업을 수행할 수도 있습니다. 자세한 내용은 ""일반적인 작업""을 참조하십시오.",,
codex.m.ui.events,이벤트 패널,,
codex.m.ui.events.desc,이벤트 패널은 오른쪽 UI 섹션의 하단 부분입니다. 이벤트 패널의 첫 번째 항목에는 이벤트 사운드 알림을 음소거하고 닫을 수 있는 모든 이벤트를 지울 수 있는 컨트롤이 있습니다.<br><br>모든 중요한 이벤트는 알림을 생성하므로 이벤트 패널을 항상 주시해야 합니다.<br><br>대부분의 이벤트 알림은 {0} 을 클릭하여 닫을 수 있지만 일부 중요한 이벤트 알림은 닫을 수 없습니다. 이러한 알림은 상황이 해결되면 사라집니다.<br><br>알림이 오브젝트에 연결되면 아이콘 위로 마우스를 가져가면 오브젝트를 가리키는 가이드라인이 표시됩니다. 아이콘을 클릭하여 오브젝트를 선택하고 카메라에 초점을 맞춥니다.,2022-07-06,Top Left changed to Top Right
codex.m.ui.hotbar,퀵바,,
codex.m.ui.hotbar.desc,"퀵바는 아이콘 하단에 있으며, 도구 및 도면에 대한 바로가기가 있습니다. 기본 설정은 방사형 메뉴와 동일한 옵션이지만 내부에서 옵션을 변경할 수 있습니다. <br><br>방사형 메뉴를 사용할 때 {0}을 길게 눌러 활성 메뉴 옵션을 바로 가기 모음에 추가합니다. <br><br>바로 가기 모음에서 옵션을 제거하려면 {0}을 길게 누르고 바로 가기 모음에서 항목을 클릭합니다. <br><br>퀵바에서 옵션을 클릭하고 드래그하여 정렬할 수 있습니다. <br><br>현재 게임 설정 메뉴에서 퀵바를 잠그거나 잠금 해제하거나 정보 버튼을 숨길 수 있습니다.",,
codex.m.ui.infopanel,정보 패널,,
codex.m.ui.infopanel.desc,"정보 패널은 인터페이스에서 가장 중요한 부분으로 선택된 개체의 내부 데이터를 표시할 수 있습니다. 및 관련 작업을 수행합니다. 다양한 장비, 유닛, 재료에 대한 더 많은 정보 패널을 볼 수 있습니다. 추가 작업 및 관리를 위해 개체의 상태를 파악합니다. <br><br>각 개체는 다양한 구성 요소로 구성됩니다. 개체를 선택하면 정보 패널에 각 구성 요소에 사용할 수 있는 데이터와 작업이 표시됩니다. <br><br>동시에 여러 개체를 선택하면 정보 패널에 각 개체에 대한 데이터 목록과 공통 작업 목록이 표시됩니다. 자세한 내용은 일반 작업 섹션을 참조하십시오.<br><br>정보 패널에는 개체 및 환경 탭이 있습니다. 객체 부분은 앞에서 설명했습니다. 환경 탭은 선택한 위치에 대한 환경 조건을 표시합니다. 온도, 산소 수준 등",,
codex.m.ui.overlays,오버레이,,
codex.m.ui.overlays.desc,"오버레이는 전력망, 인벤토리, 연구 트리, 스타맵 등과 같은 다양한 내부 시스템 및 데이터 그룹에 대한 UI를 표시합니다.<br><br>오버레이 버튼은 UI의 왼쪽 상단에 있습니다. 오버레이 이름이 포함된 도구 설명을 보려면 각 버튼 위로 마우스를 가져갑니다. 첫 번째 행은 F1-F10 키를 사용하여 전환할 수 있습니다.<br><br>각 오버레이를 살펴보고 어떤 기능이 노출되는지 확인하세요. 모든 오버레이는 특정 시점에서 유용합니다.<br><br>일부 오버레이는 조사나 특정 전제 조건이 활성화되어야 합니다.",,
codex.m.ui.quicksearch,빠른 탐색,,
codex.m.ui.quicksearch.desc,빠른 검색은 매우 강력한 인터페이스 위젯입니다. {0}을 사용하여 검색 기능을 열고 건설하려는 설계도의 이름을 입력합니다(먼저 연구에서 잠금 해제되어야 함). 작업 유닛 또는 개척자의 이름을 입력하여 위치를 찾을 수도 있습니다.,,
codex.m.ui.radialmenu,방사형 메뉴,,
codex.m.ui.radialmenu.desc,"방사형 메뉴는 {0}을(를) 클릭하여 호출할 수 있는 원형 메뉴입니다.<br><br>{1} 키를 클릭하면 하위 메뉴로 들어가거나 선택한 작업을 호출합니다.<br><br>{0} 키를 클릭하면 종료됩니다. 하위 메뉴(한 수준 위로)를 클릭하고 마지막으로 메뉴를 종료합니다.<br><br>{1} 키를 두 번 클릭하면 하위 메뉴 트리에 깊이 들어가더라도 메뉴가 즉시 종료됩니다.<br><br>자주 사용하는 도구 및 설계도는 큇바(하단 행)에 배치할 수 있습니다.<br><br>빠른 검색({2}) 또는 ""건설 복사""를 사용하여 건설하는 것이 거의 항상 더 빠릅니다.",,
codex.m.ui.research,연구 트리,,
codex.m.ui.research.desc,"<b>디스크</b> 공간 부족을 방지하려면 먼저 <b>컴퓨터 공학</b>을 연구 해야됩니다. <br><br>연구를 제거하여 디스크 공간을 확보할 수 있지만 연구에 의해 잠금 해제된 설계도 제거됩니다. 언로드된 노드는 설계도를 복원하기 위해서는 다시 연구해야 합니다. <br><br>연구를 시작하고 수행하기 위해서는 충분한 자원이 있어야 합니다. <br><br><b>디스크 모듈</b> 및 <b>메모리 모듈</b>을 건설하여 디스크 및 저장 공간을 늘릴 수 있습니다. <br><br>개별 연구 장비(함선 컴퓨터, 연구 스테이션)의 전력 제한을 낮출 수 있습니다. <br><br>{0} 단축키를 사용하여 연구 트리를 열 수 있습니다.",2022-07-05,
codex.m.ui.starmap,스타맵,,
codex.m.ui.starmap.desc,"스타맵은 다른 함선을 포함하여 가까운 우주의 물체를 표시할 수 있습니다. <br><br>스타맵 범위를 변경하여 행성, 항성계 또는 은하계의 범위에 있는 물체를 볼 수 있습니다. 자세한 내용은 ""스타맵"" 섹션을 참조하십시오. <br><br>{0} 단축키를 사용하여 스타맵을 엽니다.",,
codex.m.ui.timecontrols,시간 제어,,
codex.m.ui.timecontrols.desc,"시간 제어는 게임 인터페이스의 오른쪽 상단에 있습니다. <br><br>{0} 키로 시간을 시작/일시 중지하거나 {1}, {2}, {3} 키로 다른 속도로 전환할 수 있습니다. <br><br>느리게:{5}<br><br>속도 올리기: {6}<br><br>UI에서 사용할 수 없는 ""매우 빠른"" 속도가 있습니다. {4}로 전환할 수 있습니다.",,
codex.m.ui.uiscaling,UI 크기,,
codex.m.ui.uiscaling.desc,텍스트가 너무 작거나 버튼이 너무 크거나 작으면 일시 중지 패널 > 설정 > 비디오를 사용하여 인터페이스 크기를 조정할 수 있습니다. <br><br>인터페이스 줌 슬라이더를 잠금 해제하려면 인터페이스 자동 줌을 꺼야 합니다.,,
codex.m.whattodo,무었을 해야되나요?,,
codex.m.whattodo.suggestions,제안,,
codex.m.whattodo.suggestions.desc,AI는 게임 진행 상황을 추적하고 현재 상황에 따라 조치를 제안합니다. <br><br>제안 {0} 오버레이에서 현재 및 과거의 모든 제안을 볼 수 있습니다. <br><br>AI가 제안을 해도 무시하고 마음대로 게임을 할 수 있습니다.,,
codex.m.workers,"관리 유닛 (로봇, 드론)",,
codex.m.workers.abilitytofly,비행 능력,,
codex.m.workers.abilitytofly.desc,"드론과 같은 일부 작업 장치. 우주에서 날 수 있고 일부는 이동할 수 있는 바닥이 있어야 합니다. <br><br>우주에서 장비를 만드는 것과 같은 일부 작업은 비행 능력이 필요합니다. <br><br>작업 단위가 비행 가능한지 확실하지 않은 경우 정보 패널에서 탐색 데이터를 볼 수 있습니다. 비행할 수 있는 작업 단위는 탐색 하위 메뉴에 ""비행 가능""을 표시합니다.",,
codex.m.workers.controlling,직접 통제,,
codex.m.workers.managedandunmanaged,관리 유닛과 비관리 유닛,,
codex.m.workers.managedandunmanaged.desc,"당신 세력에 속한 로봇은 작업 유닛 관리를 통해 직접 제어할 수 있습니다.<br><br>통제 불가능 작업 유닛도 당신의 세력에 있지만, 그들은 살아있는 존재이기 때문에 그들의 행동을 직접 통제할 수 없습니다. 콜로니 개척자들의 행동을 통제하려면 그의 두뇌에 무언가를 심어 마음을 연결하고 통제해야 합니다. 그러나 그것은 단지 이론일 뿐이며, 그러한 이식이 가능하더라도 아시모프의 로봇 공학 법칙은 인간에게 해를 끼칠 수 있기 때문에 그러한 조작을 금지할 것입니다.",,
codex.m.workers.needs,욕구,,
codex.m.workers.needs.desc,모든 생명체는 필요에 의해 움직입니다. 로봇 작업 유닛은 인간과 애완 동물보다 욕구가 훨씬 적습니다. 생명체에게 욕구는 감정과 밀접한 관련이 있습니다. 욕구가 충족되지 않으면 기분이 저하됩니다. <br><br>정보 패널에서 선택한 유닛의 요구 사항을 볼 수 있습니다. 관련 요구 사항을 클릭하면 해당 설명이 나타납니다. <br><br>모든 사람의 필요를 충족할 수 있는 충분한 시설과 자원을 제공하기 위해 열심히 일해야 합니다. 그러나 인간 개척자의 욕구는 그렇게 쉽게 충족되지 않았습니다.,,
codex.m.workers.priorities,작업 유형 및 우선 순위,,
codex.m.workers.priorities.desc,각 로봇 작업 유닛와 식민지 개척자 생명체는 고유한 작업 유형과 우선 순위가 있습니다. 작업 유형은 작업 유닛가 수행할 수 있는 작업을 결정하고 우선 순위는 작업 유닛가 지정된 작업을 수행하려는 의지를 나타냅니다. 우선 순위에서 수준 1이 가장 낮고 수준 9가 가장 높으며 수준 0은 작업 유닛가 이러한 작업을 수행할 수 없음을 의미합니다. <br><br>정보 패널에서 선택한 작업 유닛에 사용할 수 있는 작업 유형을 볼 수 있습니다. <br><br>제어된 작업 유닛(로봇 및 드론)의 작업 우선 순위를 변경할 수도 있습니다. <br><br>때로는 개별 작업 우선 순위를 변경하거나 작업 유닛가 작업을 수행하도록 강제할 수도 있습니다. <br><br>그러나 일의 우선순위를 정할 때는 주의하십시오. 기본 설정에는 고유한 논리가 있습니다. 작업 우선 순위를 잘못 설정하면 일부 작업이 실행되지 않을 수 있습니다.,,
codex.m.workers.production,새로운 작업 유닛 얻기,,
codex.m.workers.production.desc,연구를 통해 필요한 설계도를 잠금 해제한 후 조립기를 사용하여 작업 유닛을 생산할 수 있습니다. 때때로 방황하는 작업 유닛이 당신의 콜로니에 합류할 수 있습니다. <br><br>분쇄기를 사용하여 죽은 작업 유닛을 해체하고 재료를 회수하여 새 작업 유닛을 만들 수 있습니다.,,
codex.m.workers.skills,기술,,
codex.m.workers.skills.desc,각 로봇 작업 유닛과 인간 개척자는 고유한 스킬을 가지고 있습니다. 특정 작업을 수행하려면 일정 스킬 수준이 필요합니다. 예를 들어 업그레이드 모듈을 설치하려면 과학 스킬이 필요하므로 해당 스킬이 없는 작업 유닛은 이 작업을 수행할 수 없습니다. <br><br>설계도에서 코덱스 학목을 확인하여 특정 장비를 제작하는 데 필요한 스킬을 배울 수 있습니다. <br><br>정보 패널의 퀘스트 섹션에서 필요한 스킬과 잠금 해제 관련 조건에 대해 자세히 알아보세요.,,
codex.manual,운영 매뉴얼,2022-04-01,
codex.mark.learned,학습한 것으로 표시,,
codex.materials,재료,,
codex.species,종족,,
codex.Tips,팁,,
codex.unlearn,잊어버리기,,
collecting.mat,{0} 수집 중,,
colonists.from.stasis.array,극저온 동면 시스템에서 소생된 {0}명의 개척자,,
colony.event,콜로니 이벤트,,
color.alpha,밝기,,
color.Black,검은색,,
color.Blue,파란색,,
color.Green,녹색,,
color.Grey,회색,,
color.Orange,주황색,,
color.Pink,분홍색,,
color.Purple,보라색,,
color.Red,빨간색,,
color.Violet,연보라색,,
color.White,흰색,,
color.Yellow,노란색,,
combat.controls,전투 제어,,
combat.squad,전투 스쿼드,,
