Key,Translation,Version,Comment
current.mood.trend,Aktuální trend nálady,,
cursor.light,Povolení kurzorového světla,,
cursor.light.tip,"Je-li tato funkce povolena, kurzor myši bude vyzařovat světlo, které vám pomůže vidět věci v tmavších oblastech.",,
cursor.software,Použít softwarový kurzor,,
cutoff.ambience,Vypnutí zoomu pro atmosféru,,"Cutoff refers to audio low-pass filter frequency: In a lowpass filter, the higher the cutoff frequency is set, the higher the frequencies of signals that are allowed to pass. Ambience in this case is sounds coming from various devices, like machines or engines humming. The context for ""Zoom Cutoff for Ambience"" - it is used as a label for a checkbox in audio settings. If checked, when camera is zooming, ambience audio gets the cutoff (muffled sound) effect when camera distance changes."
cutoff.fx,Vypnutí zoomu pro SFX,,
cutoff.music,Vypnutí zoomu pro hudbu,,
cycle.blueprint.tip,<br>Změnit plán z {0} na {1},,
cycle.placement.mode.tip,<br>Režim umístění cyklu s {0},,
damage.type.Acid,Kyselina,,
damage.type.Age,Věk,,
damage.type.Cold,Chlad,,
damage.type.Electricity,Elektrický šok,,
damage.type.Heat,Teplo,,
damage.type.Hunger,Podvýživa,,
damage.type.Oxygen,Udušení,,
damage.type.Physical,Fyzické,,
damage.type.Sickness,Nemoc,,
damage.type.Stasis,Stáze,,
damage.type.Undefined,Neznámé,,
damage.type.Water,Voda,,
damageable,Poškoditelné,,
damaged,Poškozeno,,
day,Den,,
deactivate,Deaktivovat,,
deactivate.siren,Deaktivace sirény,,
dead,Mrtvý,,
death.cause,Příčina smrti: {0},,
deconstruct,Dekonstruovat,,
deconstruction.not.allowed.temp,"{0} je ve stavu, který znemožňuje dekonstrukci. Zkuste to prosím později.",,
deconstruction.progress,Průběh dekonstrukce: {0}/{1},,
decrease,Dekonstrukce,,
decrease.amount,Částka snížení,,
delete,Odstranit,,
delete.save,Smazat uložení,,
demand.type.Custom,Vyrobit vlastní množství,,"demand.type.X keys are for options used in crafting devices to select how many items do we want to produce. ""Produce Custom Amount"" does what demand.type.Custom.tip says - the device will produce X items and stop. This configuration option is per device, unlike ""Target Global Inventory"" it will calculate how many items that particular device has produced."
demand.type.Custom.tip,Vyrobí cílový počet položek a zastaví se,,
demand.type.Limit,Cílová globální inventura,,"like demand.type.Custom, but instead of a custom amount for a particular crafting device, it will track your inventory, so if you have 3 devices that produce ""copper wire"", and you set all of those devices to ""Target Global Inventory"" of 10 items, all the devices will stop producing new ""copper wire"" after you have a total of 10."
demand.type.Limit.tip,"Vytvoří se pouze v případě, že cílové číslo je menší než globální počet zásob.",,
demand.type.One,Vyrobit jeden,,"like demant.type.Custom, but it does not let you choose the amount, it will stop after producing one item"
demand.type.One.tip,Pozastaví výrobu po dokončení aktuální položky,,
demand.type.Unlimited,Vyrábět navždy,,"like demand.type.Custom, but it does not let you choose the amount, it will keep producing the copies of the item forever (or until you change the configuration)"
demand.type.Unlimited.tip,Bude vyrábět položku navždy,,
demo.mode,Demo režim,,
demo.mode.off,Demo režim VYPNUTO,,
demo.mode.on,Zapnutý ukázkový režim<br>(vypnete pomocí: Ctrl + F9),,
destroy,Zničit,,
details,Podrobnosti,,
dev.build.instant,Okamžité sestavování (režim Sandbox),,
dev.debug,Dev Debug,,
dev.menu.achievements.warning,Použití některých funkcí v této nabídce <b>zakáže dosažení úspěchů pro toto uložení</b> bez dalšího upozornění.,,
dev.notice,Oznamení vývojáře,,
device.battery.level,Baterie: {0} ({1}),,
device.health,Zdraví: {0},,
device.idle,{0} je nečinný,,
device.wear,Opotřebení zařízení,,
device.wear.tip,"Pokud je tato funkce povolena, zařízení budou sledovat své používání a po dosažení 100% opotřebení se neopravitelně poškodí.",,
device.wear.warning,Zařízení je třeba brzy vyměnit,,
device.worn.out,Zařízení je opotřebované a nelze jej již opravit.,,
different.section,Jiný oddíl,,"shows up in the list of reasons why someone did not perform a task. ""Different section"" in this context means that the worker was in section A, while task was in section B. Different sections can only be reached by flying, so worker that will not do the task for this reason will almost always be someone who is incapable of flying"
difficulty.balanced,Vyvážený,,"Shows up in the list of game difficulty levels. Balanced is like ""medium difficulty"""
difficulty.challenging,Výzva,,"Shows up in the list of game difficulty levels. Challenging is like ""hard difficulty"""
difficulty.relaxing,Relaxační,,"Shows up in the list of game difficulty levels. Relaxing is like ""easy difficulty"""
direct.control,Přímá kontrola,,"A text on a button that enables ""direct control"" of a robot. ""Direct control"" allows issuing orders directly to the selected robot. Otherwise robots make choices and perform actions on their own."
direct.control.desc,"Když je vybrán pracovník, podržte {0} a umístěte kurzor na libovolné místo, abyste odhadli, zda se tam pracovník může dostat.<br><br>Podržte {1} a umístěte kurzor na čekající úkoly na mapě, abyste zjistili, zda pracovník může provést úkolu.<br><br>Poté kliknutím na {2} dejte pracovníkovi příkaz, aby přešel do vybraného umístění a/nebo provedl úkol.<br><br>Zadáním přímého příkazu ukončíte jakoukoli další činnost pracovníka může dělat.<br><br>Tímto způsobem lze ovládat pouze řízené pracovníky (roboty, drony).",2022-04-02,
direct.control.misuse.hint,"POZNÁMKA: Na tlačítko Přímá kontrola nemusíte pokaždé klikat, pouze se zobrazí toto vyskakovací okno s informacemi.",,
direction.east,Východ,,"Noun. direction.X keys are used on buttons that allow you to select your space ship's ""forward direction"". It tells which way the ship's front is facing. Engines will be on the opposite direction, etc."
direction.north,Sever,,
direction.south,Jih,,
direction.west,Západ,,
dirt,Špinavý,,
dirt.desc,Obtisky špíny,,"Decals in game development are textures that are placed on top of other textures to add various marks (bullet damage, blood, dirt, etc). In this case it is for menu item that allows spawning dirt on the floor."
disable.achievements,Zakázat úspěchy,,
disable.achievements.tip,"Pokud vás úspěchy obtěžují, můžete je zcela zakázat.",,
disable.force.field,Zakázat silové pole,,
disable.merchant.beacon,Zakázat obchodní maják,,
disabled.in.tutorial,Vypnout v tutoriálu,,
disassemble,Rozmontovat,,
disassembling.bar,Rozebírání: {0}/{1},,
discharge.time.left,Čas do vybití,,"A label displayed next to the time left for a force field device to be activated (because it's battery is discharging, after some time it will auto-deactivate and will have to recharge). See ""charge.time.left"" key for more context."
disconnect.all,Odpojit vše,,
disk.compression,Komprese disku: {0},,
do.not.show.again,Znovu nezobrazovat,,
dock,Dokovat,,Verb. Displayed on an action button that tells a robot to return to a docking station.
dockable,Dokovatelné,,Adjective. Displayed on a button that opens a submenu that contains robot's docking status and controls
docked,V doku,,"Robot state, denoting that robot is currently inside it's designated docking station"
docking,Hledá dok,,"Robot state, denoting that robot is currently trying to reach it's docking station"
does.not.include.batteries,Nezahrnuje baterie,,
dont.save,Ukončení bez uložení,,
door,Dveře,,
door.not.powered,Dveře nejsou připojeny nebo mají nedostatek elektrické energie.,,
download.mods,Stáhnout modifikace,,
drag.dist.tip,"Možnost zpřístupnění. Říká, kolik pixelů musíte přetáhnout kliknutím na tlačítko, aby byla akce považována za ""přetažení"".",,
drag.release.build.con,Sestavení konektorů na přetažení myší,,
drag.release.build.con.tip,"Pokud je tato možnost povolena, nástroj pro připojení vytvoří konektor, když je připojení přetaženo a uvolněno na prázdné podlaze.",,
drink.coffee,Vypít kávu,,
drop.task,Odvolat úkol,,
duplicate.binding,Duplikovat vazbu,,A warning for input key binding settings. Displayed if the same button is bound to execute more than one action (which is bad). 
duplicate.binding.info,"Vstup, který jste zvolili pro {0}, se již používá jinde. Ve většině případů budete chtít změnu vrátit. Všimněte si, že při navigaci v uživatelském rozhraní se používají klávesy se šipkami, Enter a ESC.",,
dust.accumulation,Hromadění prachu,,
dust.amount,Množství prachu,,
dust.amount.bar,Vyčištěný prach: {0}/{1},,
dust.storm.end,Prachová bouře skončila,,
dust.storm.ongoing,Probíhající prachová bouře,,"Displayed in the event list. This text is displayed for the whole duration of the dust storm, so the player can see that the dust storm did not go away yet. Should not be much longer than the English translation."
eat,Stravovat se,,
eating,Stravuje se,,
economy.research.required,"K aktivaci této funkce je nutný výzkum ""Ekonomika"".",,
edge.pan.speed,Rychlost posouvání hran: {0:0.0},,
edge.pan.tip,"Ovládá rychlost posouvání okraje. Nastavte tuto hodnotu na 0, abyste zakázali posouvání po hranách.",,
egg,Vejce,,
eject,Vyjmout,,
eject.ammo,Vyjmout munici,,
eject.contents,Vyjmout obsah,,
eject.food,Vyjmout jídlo,,
eject.fuel,Vyjmout palivo,,
el.build.connector.here,Zde vytvořte konektor,,Displayed in a tooltip when dragging a connector 
el.connector.fully.utilized,Konektor je plně využit!,,Displayed in a tooltip near mouse cursor when trying to drag and create a connection from electrical connector that has no available connection slots
el.connector.not.on.grid,Konektor není v síti lodního počítače!,,Displayed in a tooltip when trying to drag an electrical connection from a connector that is not part of Ship Computer's electricity grid. Player cannot control devices that are no connected to Ship Computer though a network.
el.connector.out.of.range,Mimo dosah!,,Displayed in a tooltip when trying to drag an electrical connection to a point where the connector cannot reach it
el.consumption.priority,Priorita spotřeby,,
el.consumption.priority.desc,"Priorita spotřeby elektřiny umožňuje řídit, kdy zařízení odebírá elektřinu ze sítě. Větší číslo dá zařízení vyšší prioritu, takže bude čerpat elektřinu jako první, zatímco menší číslo způsobí, že bude čerpat až po ostatních zařízeních, pokud je ještě nějaká elektřina k dispozici.",,
el.device.heavily.damaged,Zařízení je silně poškozeno!,,Displayed in a tooltip when tryng to connect to a device that is damaged too much
el.device.not.constructed,Zařízení ještě není postaveno!,,Displayed when trying to connect to a device that has not been built yet
el.device.not.powerable,Zařízení nepotřebuje elektřinu!,,Displayed in a tooltip when trying to connect a device that does not require electricity
el.disconnected.devices,Odpojená zařízení,,
el.not.a.connector,Zařízení není připojeno!,,"Displayed in a tooltip when trying to connect two devices directly (which is not allowed, one of the devices must be a connector)"
el.production.priority,Priorita výroby,,
el.production.priority.desc,"Priorita výroby elektřiny určuje, zda bude zařízení vyrábět elektřinu, když vaše síť může poskytnout více energie, než je potřeba. Větší číslo znamená vyšší prioritu. Zařízení s vyšší prioritou budou vyrábět elektřinu jako první. Pomocí této funkce můžete měnit prioritu pro různé druhy paliva.",,
electricity.deficit,Deficit elektrické energie,,
electricity.grid,Elektrická síť,,
elysium.mode.confirm,"Pravě chcete převést Stázové pole do módu<b><nobr>Ráj</nobr></b> , který přenese vaše spící kolonisty do simulace a umožní vám používat jejich těla jako biologické zdroje.<b>Proces je nevratný</b>. Potvrďte prosím svůj záměr.",,
elysium.mode.unavailable,Mód <b><nobr>Ráj</nobr></b> není aktivní. Nejdříve ho musíš vyzkoumat.,,
emergency.recharge.bar,Nouzové dobíjení: {0},,
emergency.recharge.complete,Nouzové dobíjení dokončeno,,
emergency.recharge.end.help,"Pracovník se dobil na 10 % a je opět online. Toto dobíjení nebude trvat dlouho, proto se ujistěte, že je v okolí k dispozici dostatek volných a řádně připojených dobíjecích stanic.",,
emergency.recharge.help,"Váš pracovník je zcela vybitý. Solarní panely pro stav nouze jsou aktivovány. Pracovník se zapne zpět až dobije 10% baterie. Tento proces je automatický, ale pomalý.<br><br>Aby se to neopakovalo, postavte více nabíjecích stanic nebo upravte priority práce pracovníků.",,
emergency.recharge.info,"Nelze přepínat, pokud je aktivní režim nouzového dobíjení. Pracovník se automaticky zapne, když záložní solární panely dosáhnou nabití 10 %.",,
emergency.recharge.start,Vypnutí pro nouzové dobíjení,,
emergency.siren,Nouzová siréna,,
emergency.siren.active,Nouzová siréna je aktivní,,
emergency.siren.automatic,Automatický,,"A mode for the Emergency Siren device. When the mode is ""Automatic"", the siren will sound on it's own when emergency happens."
emergency.siren.automatic.info,"Automatická nouzová siréna se sama zapne, když se spustí jakýkoli kritický poplach. To zahrnuje přílet asteroidu, požár a podobné katastrofy. Lidští kolonisté poběží k nejbližší nouzové siréně, pokud je aktivní.",,
emergency.siren.manual,Ruční,,"A mode for the Emergency Siren device. When the mode is ""Manual"", the siren will only sound when the player turns it on."
emotional.attachments,Přílohy,,"A label for list of things a person is attached to. As in ""Emotional attachments"". Someone can be attached to another person (i.e. they are friends, or in love), a thing (i.e. their favorite chair near a table, their own bed), or a substance (addiction to coffee). When the subject of this attachment is lost, the person will feel bad about it."
empty,Prázdno,,"Adjective. Used in several places where there is supposed to be a list of items, but there is nothing to show. For example if a storage unit does not have any contents, and you try to see the list of contents, it will show this ""Empty"" text"
enable.combat,Povolit boj,,
enable.combat.tip,"Pokud je boj zakázán, hra se stane zcela mírumilovnou. Stále však může docházet k přírodním katastrofám, jako jsou například meteorické deště.",,
enable.elysium.mode,Povolit režim Ráje,,
enable.force.field,Povolit silové pole,,
enabling.elysium,Povolování Ráje,,
enclosed.areas,Uzavřené prostory,,
ended.ago,Ukončeno {0},,"Displayed in tooltip when you hover an old event notification. {0} will be used in conjunction of ""time.ago"" translation. Example: ""Ended 5 hours ago"""
ends.in,Končí za {0},,
energy.auto.connect.incomplete,Automatické připojení není dokončeno. Připojeno {0} z {1} dosažitelných uzlů. Vytvořte další konektory.,,
energy.auto.connect.warning,Upozornění na automatické připojení,,
energy.bat.charge,Úroveň nabití baterie,,
energy.bat.charge.desc,"Součet dostupného výkonu každé baterie vynásobený jejím procentem nabití. Neukazuje, jak dlouho bude nabíjení trvat, ale dává představu o tom, jak jsou baterie plné. Tato hodnota se v grafu naskládá nad hodnotu Max Production.",,
energy.batteries,Baterie,,
energy.bullet,Energetická kulka,,
energy.con.already.connected,Tento energetický uzel je již připojen k jinému konektoru.,,
energy.con.damaged,Nelze připojit poškozené zařízení. Nejprve si objednejte opravu.,,
energy.con.failed,Připojení se nezdařilo,,
energy.con.not.constructed,Nelze se připojit k nezkonstruovaným zařízením,,
energy.con.refused,Nelze připojit,,
energy.con.refused.details,Konektor je již <b>plně vytížen</b>. Maximální počet připojení: {0}. Nejprve něco odpojte.,2022-08-05,
energy.con.too.far,Zařízení je mimo rozsah konektoru. Pro dosažení zařízení můžete zřetězit více konektorů.,,
energy.connection.limit,Navázaná spojení,,
energy.connections,Správa připojení,,
energy.connectors,Připojení,,
energy.consumers,Spotřebitelé,,
energy.consumption,Spotřeba energie,,
energy.cur.deficit,Současný deficit,,
energy.cur.deficit.desc,"To je současný deficit elektřiny. Pokud není nulový, musíte buď vypnout některé drahé spotřebiče elektřiny, nebo postavit další zařízení vyrábějící elektřinu. Všimněte si, že provozování výzkumu bude často vyžadovat hodně elektřiny.",,
energy.cur.demand,Celková spotřeba,,
energy.cur.demand.desc,"Jedná se o celkovou spotřebu elektřiny potřebnou k napájení všech vašich zařízení v aktuálním stavu. Některá zařízení spotřebovávají elektřinu pouze při aktivaci. Je dobré mít vždy větší výrobní kapacitu, než je poptávka.",,
energy.cur.output,Spotřeba energie,2022-05-27,
energy.cur.output.desc,"To je vaše aktuální spotřeba. Pokud je vyšší než výroba, použijí se baterie. Pokud je nižší než spotřeba, je třeba zvýšit výrobu energie nebo zkontrolovat, zda jsou všechna zařízení dobře udržována, konfigurována, doplňována a čištěna. Všimněte si, že reaktory nebudou vyrábět elektřinu, pokud není poptávka.",2022-05-27,
energy.deficit,Energetický deficit,,
energy.grid,Elektrická síť,,
energy.grid.nr,Síť #{0}: {1},,
energy.grids,Elektrické sítě,,
energy.loss,Ztráty energie,,
energy.low,Nízká spotřeba energie,,
energy.max.bat.output,Rezerva baterie,,
energy.max.bat.output.desc,"Součet dostupného výkonu všech baterií, které mají nenulové nabití. Každá baterie je buď vybitá, nebo může produkovat maximální výkon, dokud je nabitá. Tato hodnota bude v grafu naskládána nad hodnotu Max. produkce.",,
energy.max.output,Maximální produkce,2022-05-27,
energy.max.output.desc,"Jedná se o teoretický maximální výkon elektřiny, který může vaše síť vyrobit. Nezahrnuje baterie. Skutečný výkon se může lišit v závislosti na aktuální potřebě energie, stavu zařízení a využití baterií.",,
energy.node,Energetický uzel,,
energy.node.auto.connect,Automaticky připojit ({0}),,
energy.node.connect,Připojit,,
energy.node.disconnect,Odpojit,,
energy.node.disconnect.all,Odpojit vše ({0}),,
energy.node.unreachable,Uzel je nedostupný,,
energy.node.unreachable.info,"Abyste mohli tento energetický uzel ovládat, <b>musí být připojen ke stejné elektrické síti jako lodní počítač</b>. Rozšiřujte síť řetězením konektorů, dokud jeden z nich nedosáhne na toto zařízení.",2022-08-10,
energy.not.connected,Nepřipojeno,,
energy.off_grid,Mimo síť,,
energy.overview,Přehled,,
energy.peak.demand,Špičková spotřeba,,
energy.peak.demand.desc,"Maximalní spotřeba elektřiny, která byla zaznamenána od poslední změny elektrické sítě. Změnou stávajících připojení se tato hodnota vynuluje.",,
energy.producers,Výrobci,,
energy.production,Výroba energie,,
energy.tool.need.research,Abys mohl použit tento nástroj musíš vyzkoumat <b>Energy</b> a postavit několik <b>Konektorů<b>.,,
energy.turned.off,Vypnuto [{0}],2022-06-14,"{0} will show the count of devices. Switched off is as in ""turned off"" or ""offline"", i.e. ""Switched Off [12]"""
engine,Motor,,
engine.power,Výkon motoru,,
engine.push,Tlak motoru,2022-01-08,"This is used in a label that shows how powerful the ship engines are when you combine their output. ""Push"" here is as in ""Force"" or ""Power"", or ""Propulsion amount"". "
enter.amount,Zadejte množství,,
enter.galaxy,Zadejte Galaxii,,
enter.name,Zadejte jméno,,
enter.new.first.name,Zadejte nové křestní jméno,,
enter.new.last.name,Zadejte nové příjmení,,
enter.new.name,Zadejte nové jméno,,
enter.new.nick.name,Zadejte novou přezdívku,,
enter.planet,Vstoupit na planetu,,Used in an action button that would start an expedition to explore a planet
enter.shuttle,Vstoupit do rakety,,Expedition state label. Showed when expedition members are on their way to the Shuttle
enter.system,Vstoupit do Systému,,Used in an action button when you are flying in the galaxy and want to enter a particular star system. It will then shift from galaxy view to star system view.
enter.universe,Vstoupit do Vesmíru,,"May be used if we will have more than one universe (multiverse), this would change the current universe."
environment,Životní prostředí,,
equipable.item,Vybavitelná položka,,
equipment,Vybavení,,
equipment.slot.Body,Tělo,,
equipment.slot.BodyCasual,Tělo (příležitostně),,
equipment.slot.Hands,Ruce,,
equipment.slot.Head,Hlava,,
equipment.slot.HeadCasual,Hlava (příležitostně),,
equipment.slot.Weapon,Zbraň,,
error,Chyba,,
error.content.required,Obsah je vyžadován,,
error.deconstruct.floor.in.use,"Podlahu nelze dekonstruovat, protože podporuje jiný objekt.",,
error.energy_connect.no_connector,Dvě zařízení nelze připojit přímo. Připoj <nobr><b>Konektor<b><nobr>. Konektory lze spojit dohromady a rozšířit tak síť.,,
error.no.cpu,Lodní počítač není k dispozici,,
error.title.required,Je vyžadován název,,
esc.behavior,{0} Chování ESC,2022-04-28,{0} will be replaced with a keyboard button image showing ESC button. You can treat it as non essential for the translation.
esc.behavior.both,Zavřít uživatelské rozhraní a přepnout hlavní nabídku,,
esc.behavior.close.menus,Zavřít pouze uživatelské rozhraní,,
esc.behavior.open.pause.panel,Přepnout pouze hlavní nabídku,,
esc.behavior.tooltip,"Zvolte, co ve hře udělá tlačítko {0} (Escape)",,
estimated.time.at.kw,Odhadovaný zbývající čas: {0} na {1},,"{0} will be time (i.e. 1 day 4 hours), {1} will be power output (i.e. 120kW). Example: ""Estimated time left: 2 hours at 24kW"""
eta,ETA: {0},,"ETA is short for ""Estimated Time of Arrival"""
ev.vented.into.space,Ventilace do vesmíru,,"when a pressurized airlock is exposed to open space, someone can get ""sucked out"" (vented) into open space"
ev.vented.into.space.desc,"<b>{0}</b> byl v přetlakovém prostoru poblíž přechodové komory, která se náhle otevřela. Bohužel byly vypuštěny do otevřeného prostoru a už je nikdy nikdo neuvidí.",,"A longer description of ""Vented Into Space"" event. {0} will be replaced by a name"
evaluator,Evaluátor,,"Used for task audit. Label for a worker who has evaluated (considered taking) a task. Displayed in a list next to ""Times Evaluated"" (how many times someone tried to take this task) and ""Last Evaluation Time"" (when did anyone try to take this task)."
event.birthday,{0} je nyní {1} let!,,
event.content.hint,Záznam v deníku,,
event.log.disabled.in.tutorial,Zkontrolujte protokol událostí po skončení výuky,,
event.panel.clear.tutorial.info,"Tím se vymažou oznámení, ale tato funkce je během výukového kurzu vypnuta.",,
event.sound.0,Všechny zvuky událostí,,
event.sound.1,Pouze kritická upozornění,,
event.sound.2,Zvuky událostí ztlumeny,,
event.title,Název události,,
event.title.hint,Krátký popis,,
event.write,Zapsat událost,,
events,Události,,
everyones.tasks,Úkoly všech,,
evt.asteroid.desc,Radar zaznamenal asteroid s nebezpečně blízkou trajektorií. Do blízkosti lodi se dostane přibližně za {0}.,,
evt.asteroid.impact.desc,Asteroid se srazil s lodí!,,
evt.asteroid.impact.title,Náraz asteroidu!,,
evt.asteroid.title,Varování před blízkostí asteroidu pomocí radaru,,
evt.battery.discharge.desc,V důsledku poruchy se okamžitě vybil akumulátor {0}. Pracovník nyní přejde do režimu nouzového dobíjení.,2022-05-16,{0} is the name of the worker
evt.battery.discharge.title,Porucha baterie,,
evt.breach.capsule.impact.desc,Připravte se na boj. Jsme napadeni!,,
evt.breach.capsule.impact.title,Přiletěla neznámá kapsle,,
evt.breach.capsule.raid.desc,Radar zaznamenal přilétající průlomovou kapsli. Bude v blízkosti lodi asi za {0}.,,
evt.breach.capsule.raid.title,Varování před blížící se kapslí.,,
evt.capsule.being.desc,{0} Vyšel ze skladovací kapsle.,,
evt.capsule.being.title,Kapsle obsahovala {0},,
evt.connection.loss,Ztraceno spojení,,
evt.death.desc,{0} {1} zemřel ve věku {2}. Příčina smrti: {3},,"{0} is species, {1} is full name. {2} is age (number), {3} is damage type. Example: ""Human John died at age 39. Cause of Death: Suffocation"""
evt.death.title,{0} zemřel,,
evt.drone.batt.electrocuted.desc,"{0} porucha baterie způsobila šok následujícím bytostem, které byly poblíž: {1}",,
evt.drone.batt.electrocuted.title,{0} bytosti zasažené elektrickým proudem,,
evt.drone.batt.exploded.desc,{0} baterie explodovala.,,{0} will be the name of the worker
evt.drone.batt.exploded.title,Baterie dronu explodovala,,
evt.drone.batt.fire.desc,{0} baterie se vznítila.,,
evt.drone.batt.fire.title,Baterie dronu hoří,,
evt.drone.batt.overload.desc,{0} Stav baterie je kritický. Doporučujeme opatrnost!,,
evt.drone.batt.overload.title,Přetížení baterie dronu,,
evt.dust.storm.desc,Probíhá prachová bouře. Bude mít vliv na hromadění nečistot na všech solárních panelech.,,
evt.dust.storm.end.desc,Prachová bouře nakonec skončila po {0} hodinách trvání.,,
evt.dust.storm.end.title,Prachová bouře skončila,,
evt.dust.storm.title,Prachová bouře,,
evt.egg.discover.desc,"Objevil jsem neidentifikovaný objekt, který vypadá jako vejce. Co by mohlo být uvnitř?",,
evt.egg.discover.title,Objeveno vejce,,
evt.egg.hatched.crawlers.desc,Objeveno několik nových forem života. Doporučujeme opatrnost.,,
evt.egg.hatched.crawlers.title,Z vejce se něco vylíhlo,,
evt.el.con.fail,Zkrat,,
evt.el.con.fail.desc,Při připojování {0} došlo ke zkratu.,,
evt.el.device.damaged.desc,{0} se rozbil z důvodu opotřebení. Bude nutná oprava.,,
evt.el.device.damaged.title,{0} porouchal se,,
evt.end.explosion,Výbuch,,
evt.end.fire,Požár,,
evt.exp.found.ore.description,Expedice našla ložisko {0} ({1}).,,
evt.exp.found.ore.title,Zahájena těžba {0},,
evt.exp.merchant.desc,"Expedice narazila na nezávislého obchodníka, který nám nabídl obchod.",,
evt.exp.merchant.title,Setkala se s obchodníkem,,
evt.food.on.device.desc,Někdo nechal nedokončený {0} na {1} a drobky spadly dovnitř a spustily zkrat.,,
evt.food.on.device.title,Jídlo poškodilo zařízení,,
evt.grid.heavy.malfunction.desc,"{0} měl těžkou poruchu, důvod poruchy: {1}.",,"{0} is the device name, {1} is an event like in translation of ""evt.end.fire"" or ""evt.end.explosion"". Example: ""Matter Reactor had a heavy malfunction that ended with explosion"""
evt.grid.heavy.malfunction.title,Porucha elektrického zařízení,,
evt.grid.light.malfunction.desc,Zjistil jsem poruchu světelné elektrické sítě. Na krátkou dobu může dojít k několika výpadkům spojení.,,
evt.grid.light.malfunction.title,Porucha Elektrické Sítě,,
evt.grid.malfunction.warning,Porucha Konektoru,,
evt.human.hatched.crawlers.desc,Z břicha {0} se právě vylíhli mimozemští tvorové!,,
evt.human.hatched.crawlers.title,Z kolonisty se vylíhli tvorové.,,
evt.matter.reactor.malfunction.desc,{0} došlo ke katastrofické poruše při štěpení částic. Řetězová reakce skončila z důvodu:  {1}.,,
evt.matter.reactor.malfunction.title,Porucha reaktoru,2022-08-13,
evt.meteor.shower.desc,Přichází déšť meteoroidů. Jedná se o stav nouze!,,
evt.meteor.shower.title,Meteoroidní déšť,,
evt.micro.meteors.desc,"Dostali jsme se do zóny, kde je vysoká pravděpodobnost zásahu mikrometeoroidem letícím rychlostí blízkou rychlosti světla. Dbejte zvýšené opatrnosti!",,
evt.micro.meteors.title,Zjištěn mikrometeoroid,,
evt.research.desc,Prozkoumal jsem {0} a odemkl nové plány: {1},,
evt.research.title,Prozkoumáno {0},,
evt.shuttle.crawler.desc,Expediční raketoplán přivezl {0} exemplář.,,
evt.shuttle.crawler.title,Nechtěný cestující,,
evt.shuttle.crawlers.desc,Expediční raketoplán přivezl {0} {1} exemplář.,,
evt.shuttle.crawlers.title,Nechtěný cestující,,
evt.space.diarrhea.desc,Na palubě jsem zjistil přítomnost neznámých mimozemských bakterií.,,
evt.space.diarrhea.end.desc,"Zdá se, že neznámá cizí bakterie již není aktivní. Je vhodný čas postavit pár nových úklidových robotů.",,
evt.space.diarrhea.end.title,Vesmírný průjem ukončen,,
evt.space.diarrhea.title,Vesmírný průjem,,
evt.stasis.pod.crawlers.desc,"Stázový modul vyvrhl Plíživce - příšerné tvory, kteří se přisají na lidské tváře a posednou je. Dejte si pozor!",,
evt.stasis.pod.crawlers.title,Ze Stázového modulu vylétli Plíživci.,,
evt.stasis.pod.desc,"Stázový modul je na kolizním kurzu s naší lodí! Obsah může být nebezpečný, takže buďte opatrní!",,
evt.stasis.pod.friendly.crew.desc,"Stázový modul vyvrhl několik přátelských bytostí. Stanou se součástí naší kolonie. Postarejte se, aby se cítily vítány!",,
evt.stasis.pod.friendly.crew.title,Ze stázového modulu vyšly přátelské bytosti.,,
evt.stasis.pod.merchant.desc,"Stázový modul patří nezávislému obchodníkovi, který nabízí obchod.",,
evt.stasis.pod.merchant.title,Obchodování se stázovým podem,,
evt.stasis.pod.raid.desc,Jsme napadeni frakcí {0}.,,
evt.stasis.pod.raid.title,{0} Nájezd!,,
evt.stasis.pod.title,Příchozí Stázový pod,,
evt.storage.capsule.desc,"Skladovací kapsle se nachází v blízkosti lodi a měla by přiletět poblíž přibližně za {0}. Pokud budeme mít štěstí, může přistát na lodi!",,
evt.storage.capsule.title,Radar zjistil skladovací kapsli,,
evt.teleporter.clone.desc,Došlo k poruše teleportu. Nyní máme identický klon {0}.,,
evt.teleporter.clone.title,Teleportér vyrobil klon,,
evt.wakeup.desc,Díky poruše Stázového pole se probudil kolonista. Krátký profil : <br><br>{0},,
evt.wakeup.title,{0} se probudil,,
execute,Popravit,,
exit.galaxy,Odejit z Galagie,,
exit.planet,Odejit z Planety,,
exit.save,Uložit při ukončení,,
exit.save.desc,Chcete uložit hru?,,
exit.system,Odejít ze Systému,,
exit.to.main.menu,Ukončení do hlavní nabídky,,
exit.universe,Odejít z Vesmíru,,
exp.cancel.stage,Zrušit {0},,
exp.crew.name,{0} [Těžba: {1:0.0}],,
exp.crew.name.no.mining,{0} <color={1}>[Nelze těžit]</color>,,
exp.found.obj.fail,Obnova se nezdařila,,
exp.found.obj.fail.damage,Artefakt byl zničen. {0} Při pokusu o získání artefaktu utrpěl {1:0} poškození.,,
exp.found.obj.start,"Expedice {0} našla artefakt: {1}. Můžeš se ho pokusit získat zpět, ale je {2} pravděpodobnost neúspěchu.",,
exp.found.ore.title,Těžba {0},,
exp.nothing.of.interest,Na <b>{0}</b> není nic zajímavého. Expedice není nutná.,,
exp.stage.cancelled,Úspěšně zrušeno {0},,
exp.stage.done,Expedice dokončena,,
exp.stage.exploring,Průzkum,,
exp.stage.landing,Přistání na {0},,
